Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
The Word Is Murder,Anthony Horowitz,"",9780062676788,hardcover,"","","","","","","","","","","","","","","","","",Yes
Bright Young Women,Jessica Knoll,"",9781501153228,hardcover,"","","","","","","","","","","","","","","","","",Yes
Espresso Tales,"Iain McIntosh, Alexander McCall Smith","",,paperback,"","","","","","","","","","","","","","","","","",Yes
American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,"Martin J. Sherwin, Kai Bird","",9780375726262,paperback,"","","","","","","","","","","","","","","","","",Yes
The Secret Life of Bees,Sue Monk Kidd,"",9780142001745,paperback,"","","","","","","","","","","","","","","","","",Yes
Queens of the Crusades,Alison Weir,"",9781101966693,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Craft of Lyric Writing,Sheila Davis,"",,,"","","","","","","","","","","","","","","","","",Yes
A Shilling for Candles,Josephine Tey,Robert Barnard (Contributor),"",,"","","","","","","","","","","","","","","","","",Yes
Big Magic,Elizabeth Gilbert,"",9781408866757,paperback,"","","","","","","","","","","","","","","","","",Yes
Arsenic and Adobo,Mia P. Manansala,"",9780593201671,paperback,"","","","","","","","","","","","","","","","","",Yes
Gabriel Garcia Marquez's Love in the Time of Cholera,Tom Fahy,"",9780826414755,paperback,"","","","","","","","","","","","","","","","","",Yes
"The Joys of Jewish Preserving: Modern Recipes with Traditional Roots, for Jams, Pickles, Fruit Butters, and More--for Holidays and Every Day","Leigh Olson, Emily Paster","",,,"","","","","","","","","","","","","","","","","",Yes
Macbeth,William Shakespeare,"",0894802054,paperback,"","","","","","","","","","","","","","","","","",Yes
The Essential Pasta Cookbook,Murdoch Books,"",9781740457279,paperback,"","","","","","","","","","","","","","","","","",Yes
Circe,Madeline Miller,"",9780316556323,paperback,"","","","","","","","","","","","","","","","","",Yes
Black and Blue,Ian Rankin,"",9780312966775,paperback,"","","","","","","","","","","","","","","","","",Yes
Best of Luck,Jason Mott,"",9781662516719,digital,"","","","","","","","","","","","","","","","","",Yes
The Ultimate Encyclopedia of Mythology,"Rachel Storm, Arthur Cotterell","",9781843094371,paperback,"","","","","","","","","","","","","","","","","",Yes
Dreyer's English: An Utterly Correct Guide to Clarity and Style,Benjamin Dreyer,"",9780812995701,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Life, the Universe and Everything",Douglas Adams,"",9780671467265,paperback,"","","","","","","","","","","","","","","","","",Yes
"175 Best Jams, Jellies, Marmalades & Other Soft Spreads",Linda Amendt,"",9780778801832,paperback,"","","","","","","","","","","","","","","","","",Yes
Handbooks: Rocks and Minerals: The Clearest Recognition Guide Available,Chris Pellant,"",9780789491060,paperback,"","","","","","","","","","","","","","","","","",Yes
A Guide to the Selected Poems of T.S. Eliot: Sixth Edition,B. C. Southam,"",9780156002615,paperback,"","","","","","","","","","","","","","","","","",Yes
A Noël Killing,M.L. Longworth,"",9780143134060,paperback,"","","","","","","","","","","","","","","","","",Yes
Persuasion,Jane Austen,Gillian Beer (Contributor),9780141439686,paperback,"","","","","","","","","","","","","","","","","",Yes
Predicting the Unpredictable,Johanna Rothman,"",,,"","","","","","","","","","","","","","","","","",Yes
Go Tell the Bees That I Am Gone,Diana Gabaldon,"",9781101885680,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Passionate Tudor: A Novel of Queen Mary I,Alison Weir,"",9780593355107,hardcover,"","","","","","","","","","","","","","","","","",Yes
Terry Moore's How To Draw,"",Terry Moore (Illustrator),9781892597533,paperback,"","","","","","","","","","","","","","","","","",Yes
"Spare Parts: Four Undocumented Teenagers, One Ugly Robot and the Battle for Theamerican Dream",Joshua Davis,"",9781680650389,paperback,"","","","","","","","","","","","","","","","","",Yes
Celebrating the Impressionist Table,"Louise Pickford, Pamela Todd","",9781556704819,,"","","","","","","","","","","","","","","","","",Yes
The Homesick Texan's Family Table: Lone Star Cooking from My Kitchen to Yours,Lisa Fain,"",9781607745044,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Hundred Years' War on Palestine,Rashid I. Khalidi,"",9781250787651,paperback,"","","","","","","","","","","","","","","","","",Yes
National Audubon Society Field Guide to the Night Sky,National Audubon Society,"",9780679408529,paperback,"","","","","","","","","","","","","","","","","",Yes
100 Words Almost Everyone Mixes Up or Mangles,American Heritage,"",,,"","","","","","","","","","","","","","","","","",Yes
Ruth Bader Ginsburg: In Her Own Words,"","",9781572842496,paperback,"","","","","","","","","","","","","","","","","",Yes
Food Is Your Best Medicine: The Pioneering Nutrition Classic,Henry G. Bieler,"",9780345351838,paperback,"","","","","","","","","","","","","","","","","",Yes
Queens of the Conquest,Alison Weir,"",9781101966662,hardcover,"","","","","","","","","","","","","","","","","",Yes
Murder in the Manuscript Room: A 42nd Street Library Mystery,Con Lehane,"",9781250069993,paperback,"","","","","","","","","","","","","","","","","",Yes
"Wiccapedia, Volume 1: A Modern-Day White Witch's Guide","Shawn Robbins, Leanna Greenaway","",9781454913740,hardcover,"","","","","","","","","","","","","","","","","",Yes
East of Eden,John Steinbeck,"",0142004235,paperback,"","","","","","","","","","","","","","","","","",Yes
Five Lectures on Psychoanalysis,Sigmund Freud,James Strachey (Translator),9780393011333,paperback,"","","","","","","","","","","","","","","","","",Yes
Sapiens: A Brief History of Humankind,Yuval Noah Harari,"",9780062316097,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Let's Agree to Disagree: A Critical Thinking Guide to Communication, Conflict Management, and Critical Media Literacy","Mickey Huff, Nolan Higdon","",9781032168982,paperback,"","","","","","","","","","","","","","","","","",Yes
Yiddish Wisdom: Humor and Heart from the Old Country,"Rae Meltzer, Chronicle Books",Christopher Silas Neal (Illustrator),9781452115733,hardcover,"","","","","","","","","","","","","","","","","",Yes
Gather Cook Feast: Recipes from Land and Water by the Co-Founder of Toast,Jessica Seaton,"",,,"","","","","","","","","","","","","","","","","",Yes
The Young Wizards,Diane Duane,"",9780739419434,hardcover,"","","","","","","","","","","","","","","","","",Yes
Thera,Zeruya Shalev,"",9781592642663,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Run Faster!: Race Better, Run Faster, Injury Free, Train for 5K, 10K, Half Marathon, Marathon, & Triathlon Runners",Stephanie Atwood,"","",digital,"","","","","","","","","","","","","","","","","",Yes
Visions of Childhood: Influential Models from Locke to Spock,"D.C. Phillips, John Cleverley","",0807728004,,"","","","","","","","","","","","","","","","","",Yes
Head First Algebra: A Learner's Guide to Algebra I,"Dan Pilone, Tracey Pilone","",9780596514860,paperback,"","","","","","","","","","","","","","","","","",Yes
My Name Is Asher Lev,Chaim Potok,"",9780449234983,paperback,"","","","","","","","","","","","","","","","","",Yes
Lady Chatterley's Lover,D.H. Lawrence,"",9780141192482,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Hundred Years' War on Palestine,Rashid I. Khalidi,"",9781627798549,digital,"","","","","","","","","","","","","","","","","",Yes
The Romanov Empress: A Novel of Tsarina Maria Feodorovna,C.W. Gortner,"",9780425286166,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Complete Idiot's Guide to Human Prehistory,Robert J. Meier,"",9780028644219,paperback,"","","","","","","","","","","","","","","","","",Yes
"Basics with Babish: Recipes for Screwing Up, Trying Again, and Hitting It Out of the Park",Andrew Rea,"",9781982167530,hardcover,"","","","","","","","","","","","","","","","","",Yes
Pride and Prejudice,Jane Austen,Vivien Jones (Contributor),9780141439518,paperback,"","","","","","","","","","","","","","","","","",Yes
"Harvest Poems, 1910-1960","Mark Van Doren, Carl Sandburg","",0156391252,paperback,"","","","","","","","","","","","","","","","","",Yes
A Breath of Snow and Ashes,Diana Gabaldon,"",9780385340397,paperback,"","","","","","","","","","","","","","","","","",Yes
The Complete Works of William Shakespeare,William Shakespeare,"",0517163020,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"","",digital,"","","","","","","","","","","","","","","","","",Yes
One God Clapping,Alan Lew,"",9781580231152,paperback,"","","","","","","","","","","","","","","","","",Yes
Alice's Adventures In Wonder Land,Lewis Carroll,"Davina Porter, Sheri Lynn Boyer Dory",9781402581045,digital,"","","","","","","","","","","","","","","","","",Yes
Vară fatală,Mons Kallentoft,"",9781451642544,paperback,"","","","","","","","","","","","","","","","","",Yes
"Monstress, Vol. 2: The Blood",Marjorie M. Liu,Sana Takeda (Illustrator),9781534300415,paperback,"","","","","","","","","","","","","","","","","",Yes
Love Please!,Suzanna Hubbard,"",9780752848907,,"","","","","","","","","","","","","","","","","",Yes
The Odyssey,Gareth Hinds,Gareth Hinds (Illustrator),9780763642686,paperback,"","","","","","","","","","","","","","","","","",Yes
The Boys Omnibus Volume 1,Garth Ennis,"Peter Snejbjerg (Illustrator), Darick Robertson (Illustrator)",9781524108595,paperback,"","","","","","","","","","","","","","","","","",Yes
Sula,Toni Morrison,"",9780452283862,paperback,"","","","","","","","","","","","","","","","","",Yes
The Inland Whale: Nine Stories Retold from California Indian Legends,Theodora Kroeber,"",9780520246935,paperback,"","","","","","","","","","","","","","","","","",Yes
British Folk Tales and Legends: A Sampler,Katharine Mary Briggs,"",9780586082379,,"","","","","","","","","","","","","","","","","",Yes
American Brujeria: Modern Mexican-American Folk Magic,J. Allen Cross,"",9781578637454,paperback,"","","","","","","","","","","","","","","","","",Yes
"Jacques Pépin's Kitchen: Cooking with Claudine (Pépin, Jacques)",Jacques Pépin,"",,,"","","","","","","","","","","","","","","","","",Yes
"Bread and Roses, Too",Katherine Paterson,"",9780547076515,paperback,"","","","","","","","","","","","","","","","","",Yes
Song of Myself,Walt Whitman,"",9781420927061,paperback,"","","","","","","","","","","","","","","","","",Yes
"Imperial San Francisco: Urban Power, Earthly Ruin, with a New Preface",Gray Brechin,"",9780520250086,paperback,"","","","","","","","","","","","","","","","","",Yes
Revenge Wears Prada: The Devil Returns,Lauren Weisberger,"",9781439136645,paperback,"","","","","","","","","","","","","","","","","",Yes
Garden of Shadows,V.C. Andrews,"",9781451637250,digital,"","","","","","","","","","","","","","","","","",Yes
The Little French Bistro,Nina George,"",9780451495594,paperback,"","","","","","","","","","","","","","","","","",Yes
Crime and Punishment,Fyodor Dostoevsky,Sidney Monas (Translator),9780451530066,paperback,"","","","","","","","","","","","","","","","","",Yes
Kaplan GRE Exam Math Workbook,Kaplan Test Prep,"",9781419552212,paperback,"","","","","","","","","","","","","","","","","",Yes
Jewish Cooking from Around the World,Josephine Levy Bacon,"",,,"","","","","","","","","","","","","","","","","",Yes
Perspectives on Learning,"Jonas F. Soltis, D. C. Phillips","",9780807749838,paperback,"","","","","","","","","","","","","","","","","",Yes
The Restaurant at the End of the Universe,Douglas Adams,"",9780671442682,paperback,"","","","","","","","","","","","","","","","","",Yes
Slowly We Die,Emelie Schepp,"",9780778319665,paperback,"","","","","","","","","","","","","","","","","",Yes
A16: Food + Wine,"Nate Appleman, Shelley Lindgren","",9781580089074,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Run Like a Mother: How to Get Moving and Not Lose Your Job, Family, or Sanity","Sarah Bowen Shea, Dimity McDowell","",9780740785351,digital,"","","","","","","","","","","","","","","","","",Yes
Earth House Hold,Gary Snyder,"",9780811201957,paperback,"","","","","","","","","","","","","","","","","",Yes
"The Witch's Book of Self-Care: Magical Ways to Pamper, Soothe, and Care for Your Body and Spirit",Arin Murphy-Hiscock,"",9781507209141,hardcover,"","","","","","","","","","","","","","","","","",Yes
A Collection of Poems 1955-1988,Robert Nye,"",0349102511,paperback,"","","","","","","","","","","","","","","","","",Yes
A Little Book on the Human Shadow,Robert Bly,"",9780062548474,paperback,"","","","","","","","","","","","","","","","","",Yes
The Green Witch's Grimoire: Your Complete Guide to Creating Your Own Book of Natural Magic,Arin Murphy-Hiscock,"",9781507213544,hardcover,"","","","","","","","","","","","","","","","","",Yes
Cravings: All Together: Recipes to Love,"Adeena Sussman, Chrissy Teigen","",9780593135426,hardcover,"","","","","","","","","","","","","","","","","",Yes
Queens of the Age of Chivalry,Alison Weir,"",9781101966723,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Art of War,Sun Tzu,Ralph D. Sawyer (Translator),9780813319513,paperback,"","","","","","","","","","","","","","","","","",Yes
"The United States Constitution: What It Says, What It Means: A Hip Pocket Guide",Justicelearning Org,"",9780195304435,paperback,"","","","","","","","","","","","","","","","","",Yes
Murder on the Pilgrims Way,Julie Wassmer,"",9781472124920,paperback,"","","","","","","","","","","","","","","","","",Yes
The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,ภัทริณี เจริญจินดา (Translator),9781878424501,hardcover,"","","","","","","","","","","","","","","","","",Yes
Collected Poems of Dylan Thomas: 1934-1952,Dylan Thomas,"",,,"","","","","","","","","","","","","","","","","",Yes
How to ADHD: An Insider's Guide to Working with Your Brain (Not Against It),Jessica McCabe,"",9780593578940,hardcover,"","","","","","","","","","","","","","","","","",Yes
Excursion to Tindari,Andrea Camilleri,Stephen Sartarelli (Translator),9780143034605,paperback,"","","","","","","","","","","","","","","","","",Yes
A Wrinkle in Time,Madeleine L'Engle,"",9780312367541,paperback,"","","","","","","","","","","","","","","","","",Yes
"Sourdough: or, Lois and Her Adventures in the Underground Market",Robin Sloan,"",9781250192752,paperback,"","","","","","","","","","","","","","","","","",Yes
How Change Happens: Why Some Social Movements Succeed While Others Don't,Leslie R. Crutchfield,"",9781119413813,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Sun Also Rises,Ernest Hemingway,"",9780684800714,paperback,"","","","","","","","","","","","","","","","","",Yes
Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Holly Madison,"",9780062372109,hardcover,"","","","","","","","","","","","","","","","","",Yes
Persuasion,Jane Austen,"Gillian Beer (Contributor), Coralie Bickford-Smith (Illustrator)",9780141197692,hardcover,"","","","","","","","","","","","","","","","","",Yes
Jerusalem,"Sami Tamimi, Yotam Ottolenghi","",9781607743941,hardcover,"","","","","","","","","","","","","","","","","",Yes
Love in the Time of Cholera,Gabriel García Márquez,Edith Grossman (Translator),9780394561615,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Wordsworth Dictionary of Proverbs (Wordsworth Collection),George Latimer Apperson,"",,,"","","","","","","","","","","","","","","","","",Yes
"The Bullet Journal Method: Track Your Past, Order Your Present, Plan Your Future",Ryder Carroll,"",9780525533344,digital,"","","","","","","","","","","","","","","","","",Yes
I Before E (Except After C): Old-School Ways to Remember Stuff,Judy Parkinson,"",9781843172499,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Sonnets and a Lover's Complaint,William Shakespeare,"",9780141192574,hardcover,"","","","","","","","","","","","","","","","","",Yes
A People's History of the United States,Howard Zinn,"",9780060838652,paperback,"","","","","","","","","","","","","","","","","",Yes
Tunkashila: From the Birth of Turtle Island to the Blood of Wounded Knee,Gerald Hausman,"",9780312113452,paperback,"","","","","","","","","","","","","","","","","",Yes
The Alienist at Armageddon,Caleb Carr,"","",,"","","","","","","","","","","","","","","","","",Yes
The Mathematician's Shiva,Stuart Rojstaczer,"",9780143126317,paperback,"","","","","","","","","","","","","","","","","",Yes
Skinny Legs and All,Tom Robbins,"",9780553289695,paperback,"","","","","","","","","","","","","","","","","",Yes
The Portable Poe,Edgar Allan Poe,Philip Van Doren Stern (Contributor),"",paperback,"","","","","","","","","","","","","","","","","",Yes
The Life-Changing Magic of Tidying Up,Marie Kondo,Cathy Hirano (Translator),9781607747307,hardcover,"","","","","","","","","","","","","","","","","",Yes
Twenty Poems,Anna Akhmatova,Jane Kenyon,9780915408306,paperback,"","","","","","","","","","","","","","","","","",Yes
"Cook Like a Rock Star: 125 Recipes, Lessons, and Culinary Secrets","Suzanne Lenzer, Anne Burrell","",9780307886750,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Great Indian Novel,Shashi Tharoor,"",9781559701945,paperback,"","","","","","","","","","","","","","","","","",Yes
Everything You Need to Ace Math in One Big Fat Notebook: The Complete Middle School Study Guide,Workman Publishing,"",9780761160960,paperback,"","","","","","","","","","","","","","","","","",Yes
The Man in the Queue,Josephine Tey,"",9780684815022,paperback,"","","","","","","","","","","","","","","","","",Yes
Hunger Games 4 Book Box Set,Suzanne Collins,"",9781760976156,paperback,"","","","","","","","","","","","","","","","","",Yes
The Double-Daring Book for Girls,"Miriam Peskowitz, Andrea J. Buchanan","",9780061748790,hardcover,"","","","","","","","","","","","","","","","","",Yes
A Cold Day For Murder,Dana Stabenow,"",9780425133019,paperback,"","","","","","","","","","","","","","","","","",Yes
Death Comes as the End,Agatha Christie,"",9780671811259,,"","","","","","","","","","","","","","","","","",Yes
"The Honey Bus: A Memoir of Loss, Courage and a Girl Saved by Bees",Meredith May,"",9780778307785,hardcover,"","","","","","","","","","","","","","","","","",Yes
Mas Alla de Mi Reaching Out Spanish Edition = Reaching Out,Francisco Jiménez,"",9780547250311,paperback,"","","","","","","","","","","","","","","","","",Yes
Barefoot Contessa Back to Basics: Fabulous Flavor from Simple Ingredients: A Cookbook,Ina Garten,"",9781400054350,hardcover,"","","","","","","","","","","","","","","","","",Yes
Never Let Me Go,Kazuo Ishiguro,David Sexton (Contributor),9780593536551,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Runner's Rule Book,"Editors of Runner's World, Mark Remy, Mark Remy, Editors of Runner's World Maga","",,,"","","","","","","","","","","","","","","","","",Yes
"Get Out of My Life, but First Could You Drive Me & Cheryl to the Mall?",Anthony E. Wolf,"",,,"","","","","","","","","","","","","","","","","",Yes
The Remains of the Day,Kazuo Ishiguro,"",9780679731726,paperback,"","","","","","","","","","","","","","","","","",Yes
New Oxford American Dictionary,"","",9780195392883,hardcover,"","","","","","","","","","","","","","","","","",Yes
Signet Classic - Crime and Punishment Translated by Sidney Monas Unabridged - first time in Paperback,Fyodor Dostoevsky,"","",paperback,"","","","","","","","","","","","","","","","","",Yes
Bridgerton Collector's Edition 2,Julia Quinn,"",9780063383616,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Harvard Concise Dictionary of Music and Musicians,Don Michael Randel,"",9780674009783,paperback,"","","","","","","","","","","","","","","","","",Yes
The Book of Daniel,E.L. Doctorow,"",9780812978179,paperback,"","","","","","","","","","","","","","","","","",Yes
Uppity Women of Medieval Times,Vicki León,"",9781573240390,paperback,"","","","","","","","","","","","","","","","","",Yes
Shackleton's Forgotten Men: The Untold Tragedy of the Endurance Epic,Lennard Bickel,"",9781560253068,paperback,"","","","","","","","","","","","","","","","","",Yes
The Complete Temples of Ancient Egypt,Richard H. Wilkinson,"",9780500051009,hardcover,"","","","","","","","","","","","","","","","","",Yes
Mansfield Park,Jane Austen,Kathryn Sutherland,9780141439808,paperback,"","","","","","","","","","","","","","","","","",Yes
Cravings: Hungry for More,Chrissy Teigen,Adeena Sussman,9781524759728,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Book of General Ignorance,"John Lloyd, John Mitchinson","",9780307394910,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Little Prince,Antoine de Saint-Exupéry,Richard Howard (Translator),9780152023980,hardcover,"","","","","","","","","","","","","","","","","",Yes
Hamilton: The Revolution,"Jeremy McCarter, Lin-Manuel Miranda","",9781455539741,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Finkler Question,Howard Jacobson,"",9781608196111,paperback,"","","","","","","","","","","","","","","","","",Yes
The Hate U Give,Angie Thomas,"",9780062872340,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Teachings of Don Juan: A Yaqui Way of Knowledge,Carlos Castaneda,"",,,"","","","","","","","","","","","","","","","","",Yes
"How to Insult, Abuse & Insinuate in Classical Latin","Nikiforos Doxiadis Mardas, Michelle Lovric","",,,"","","","","","","","","","","","","","","","","",Yes
I Know Why the Caged Bird Sings,Maya Angelou,"",9780553256154,paperback,"","","","","","","","","","","","","","","","","",Yes
Howl and Other Poems,Allen Ginsberg,William Carlos Williams (Contributor),9780872863101,hardcover,"","","","","","","","","","","","","","","","","",Yes
Binging with Babish: 100 Recipes Recreated from Your Favorite Movies and TV Shows,Andrew Rea,"",9781328589897,hardcover,"","","","","","","","","","","","","","","","","",Yes
Kaplan GRE Exam Verbal Workbook,Bruce Simmons,"",,,"","","","","","","","","","","","","","","","","",Yes
Alfred Tennyson,Andrew Lang,"",1406816752,,"","","","","","","","","","","","","","","","","",Yes
Gates of Shabbat: A Guide for Observing Shabbat,Mark Dov Shapiro,"",9780881232691,paperback,"","","","","","","","","","","","","","","","","",Yes
Beneath the Wheel,Hermann Hesse,Michael Roloff,9780553058598,paperback,"","","","","","","","","","","","","","","","","",Yes
The Israel-Arab Reader: A Documentary History of the Middle East Conflict,"Barry Rubin, Walter Laqueur","",9780140297133,paperback,"","","","","","","","","","","","","","","","","",Yes
Favorite Poems,Henry Wadsworth Longfellow,"",0486272737,paperback,"","","","","","","","","","","","","","","","","",Yes
Writing Better Lyrics: The Essential Guide to Powerful Songwriting,Pat Pattison,"",9781582975771,paperback,"","","","","","","","","","","","","","","","","",Yes
Henry V: The Scourge Of God,Desmond Seward,"",,,"","","","","","","","","","","","","","","","","",Yes
What to Expect Before You're Expecting,Heidi Murkoff,"","",digital,"","","","","","","","","","","","","","","","","",Yes
"Unapologetically Ambitious: Take Risks, Break Barriers, and Create Success on Your Own Terms",Shellye Archambeau,"",9781538702895,hardcover,"","","","","","","","","","","","","","","","","",Yes
NTC's Super-Mini American Slang Dictionary,Richard A. Spears,"",9780844209173,paperback,"","","","","","","","","","","","","","","","","",Yes
Dead Lions,Mick Herron,"",9781616953676,paperback,"","","","","","","","","","","","","","","","","",Yes
Kidnapped,Robert Louis Stevenson,"",9781547062782,paperback,"","","","","","","","","","","","","","","","","",Yes
Hermann Hesse poems selected and translated by james wright,Hermann Hesse,James Wright (Translator),,paperback,"","","","","","","","","","","","","","","","","",Yes
Autumn Killing,Mons Kallentoft,"",9781451642674,paperback,"","","","","","","","","","","","","","","","","",Yes
The Four Agreements Companion Book: Using the Four Agreements to Master the Dream of Your Life,"Janet Mills, Miguel Ruiz","",9781878424488,paperback,"","","","","","","","","","","","","","","","","",Yes
Lord of the Flies,William Golding,"",9783125738041,paperback,"","","","","","","","","","","","","","","","","",Yes
Fourth Wing,Rebecca Yarros,"",9781649374042,hardcover,"","","","","","","","","","","","","","","","","",Yes
Head First 2D Geometry: A Brain-Friendly Guide,"Dawn Griffiths, Fallow) Stray (Lindsey","",9780596808334,paperback,"","","","","","","","","","","","","","","","","",Yes
Jewish Fairy Tales,Gerald Friedlander,"",0486298612,,"","","","","","","","","","","","","","","","","",Yes
Lord Byron Selected Poems,Lord Byron,"",0753817462,hardcover,"","","","","","","","","","","","","","","","","",Yes
Selected Poems,John Donne,"",9780140424409,paperback,"","","","","","","","","","","","","","","","","",Yes
The Library Book,Susan Orlean,"",9781476740188,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Shape of Water,Andrea Camilleri,Stephen Sartarelli (Translator),9780142004715,paperback,"","","","","","","","","","","","","","","","","",Yes
The Favored Child,Philippa Gregory,"","",paperback,"","","","","","","","","","","","","","","","","",Yes
The Worldly Philosophers,Robert L. Heilbroner,"",9780671633189,paperback,"","","","","","","","","","","","","","","","","",Yes
Pineapple Street,Jenny Jackson,"",9780593490693,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Origins of the Second World War,A.J.P. Taylor,"",9780140136722,paperback,"","","","","","","","","","","","","","","","","",Yes
The Girl from Venice,Martin Cruz Smith,"",9781439140239,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Intelligent Investor,Benjamin Graham,"Warren Buffett, Jason Zweig",9780060555665,paperback,"","","","","","","","","","","","","","","","","",Yes
The Hobbit,J.R.R. Tolkien,"",0345272579,paperback,"","","","","","","","","","","","","","","","","",Yes
The Teachings of Don Juan: a Yaqui Way of Knowledge,Carlos Castaneda,Wilson McLean (Illustrator),9780345026569,paperback,"","","","","","","","","","","","","","","","","",Yes
A Day in the Life of Marlon Bundo,Jill Twiss,E. G. Keller (Illustrator),9781452173801,hardcover,"","","","","","","","","","","","","","","","","",Yes
Me Talk Pretty One Day,David Sedaris,"",0316776963,paperback,"","","","","","","","","","","","","","","","","",Yes
West Coast Cooking,Greg Atkinson,"",9781570614729,hardcover,"","","","","","","","","","","","","","","","","",Yes
Knife Music,David Carnoy,"",9781590203255,hardcover,"","","","","","","","","","","","","","","","","",Yes
Genesis: A Living Conversation,"Betty Sue Flowers, Bill Moyers, Elizabeth Meryman-Brunner, Judith Davidson Moyers","",9780385490436,paperback,"","","","","","","","","","","","","","","","","",Yes
Henry Miller: The Paris Years,"Brassaï, Timothy Bent","",,,"","","","","","","","","","","","","","","","","",Yes
The Lords and the New Creatures,Jim Morrison,"",9780671210441,paperback,"","","","","","","","","","","","","","","","","",Yes
"World's Greatest Dad Jokes (Volume 2), Volume 2: 160 More Hilarious Knee Slappers and Hokey Puns","","",9781604339024,hardcover,"","","","","","","","","","","","","","","","","",Yes
Death and Croissants,Ian Moore,"",9781788424233,paperback,"","","","","","","","","","","","","","","","","",Yes
Murder on the Orient Express,Agatha Christie,"","",paperback,"","","","","","","","","","","","","","","","","",Yes
What Have I Ever Lost by Dying?,Robert Bly,"",,,"","","","","","","","","","","","","","","","","",Yes
"Nobel Prize Library: Faulkner, O'Neill, Steinbeck",William Faulkner,"Eugene O'Neill, John Steinbeck","",hardcover,"","","","","","","","","","","","","","","","","",Yes
Bridgerton Collector's Edition 3,Julia Quinn,"",9780063383661,hardcover,"","","","","","","","","","","","","","","","","",Yes
Harry Potter and the Half-Blood Prince,J.K. Rowling,"",0439784549,hardcover,"","","","","","","","","","","","","","","","","",Yes
Practical Object Oriented Design in Ruby,Sandi Metz,"","",,"","","","","","","","","","","","","","","","","",Yes
The Guide,R.K. Narayan,Michael Gorra (Contributor),9780143039648,paperback,"","","","","","","","","","","","","","","","","",Yes
Chronicle of the Roman Emperors: The Reign-By-Reign Record of the Rulers of Imperial Rome,Chris Scarre,"",9780500050774,hardcover,"","","","","","","","","","","","","","","","","",Yes
Who's who in the Middle Ages,John Fines,"",0812860748,paperback,"","","","","","","","","","","","","","","","","",Yes
"The Good Witch's Guide, Volume 2: A Modern-Day Wiccapedia of Magickal Ingredients and Spells","Shawn Robbins, Charity Bedell","",9781454919520,hardcover,"","","","","","","","","","","","","","","","","",Yes
Collected Poems 1909-1962,T.S. Eliot,"",0571105483,paperback,"","","","","","","","","","","","","","","","","",Yes
Head First JavaScript,Michael Morrison,"",9780596527747,paperback,"","","","","","","","","","","","","","","","","",Yes
Meridon,Philippa Gregory,"","",paperback,"","","","","","","","","","","","","","","","","",Yes
A Traveler's Guide to Pioneer Jewish Cemeteries of the California Gold Rush,Susan Morris,"",0943376637,,"","","","","","","","","","","","","","","","","",Yes
Wiccapedia Journal: A Book of Shadows,Shawn Robbins,Leanna Greenaway,9781454932352,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Foundation, Foundation and Empire, Second Foundation",Isaac Asimov,"",9780307593962,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Absalom, Absalom!",William Faulkner,"",0679600728,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Folklore and Fable: Aesop, Grimm, Andersen: V17 Harvard Classics","Charles W. Eliot, Aesop, Aesop","",,,"","","","","","","","","","","","","","","","","",Yes
1x1,"E.E. Cummings, E.E. Cummings","",,paperback,"","","","","","","","","","","","","","","","","",Yes
The Girl With All the Gifts,M.R. Carey,"",9780356500157,paperback,"","","","","","","","","","","","","","","","","",Yes
